Comunidades autónomas;Grupo penal;periodo;Total
RIOJA (LA);FRAUDE INFORMÁTICO;2014;133
RIOJA (LA);FRAUDE INFORMÁTICO;2013;122
RIOJA (LA);FRAUDE INFORMÁTICO;2012;123
RIOJA (LA);FRAUDE INFORMÁTICO;2011;64
RIOJA (LA);INTERFERENCIA EN LOS DATOS Y EN EL SISTEMA;2024;5
RIOJA (LA);INTERFERENCIA EN LOS DATOS Y EN EL SISTEMA;2023;11
RIOJA (LA);INTERFERENCIA EN LOS DATOS Y EN EL SISTEMA;2022;6
RIOJA (LA);INTERFERENCIA EN LOS DATOS Y EN EL SISTEMA;2021;10
RIOJA (LA);INTERFERENCIA EN LOS DATOS Y EN EL SISTEMA;2020;8
RIOJA (LA);INTERFERENCIA EN LOS DATOS Y EN EL SISTEMA;2019;11
RIOJA (LA);INTERFERENCIA EN LOS DATOS Y EN EL SISTEMA;2018;11
RIOJA (LA);INTERFERENCIA EN LOS DATOS Y EN EL SISTEMA;2017;9
RIOJA (LA);INTERFERENCIA EN LOS DATOS Y EN EL SISTEMA;2016;21
RIOJA (LA);INTERFERENCIA EN LOS DATOS Y EN EL SISTEMA;2015;14
RIOJA (LA);INTERFERENCIA EN LOS DATOS Y EN EL SISTEMA;2014;6
RIOJA (LA);INTERFERENCIA EN LOS DATOS Y EN EL SISTEMA;2013;6
RIOJA (LA);INTERFERENCIA EN LOS DATOS Y EN EL SISTEMA;2012;4
RIOJA (LA);INTERFERENCIA EN LOS DATOS Y EN EL SISTEMA;2011;5
RIOJA (LA);TOTAL grupo penal;2024;2.312
RIOJA (LA);TOTAL grupo penal;2023;2.364
RIOJA (LA);TOTAL grupo penal;2022;2.433
RIOJA (LA);TOTAL grupo penal;2021;2.104
RIOJA (LA);TOTAL grupo penal;2020;1.992
RIOJA (LA);TOTAL grupo penal;2019;1.120
RIOJA (LA);TOTAL grupo penal;2018;808
RIOJA (LA);TOTAL grupo penal;2017;259
RIOJA (LA);TOTAL grupo penal;2016;254
RIOJA (LA);TOTAL grupo penal;2015;254
RIOJA (LA);TOTAL grupo penal;2014;232
RIOJA (LA);TOTAL grupo penal;2013;207
RIOJA (LA);TOTAL grupo penal;2012;209
RIOJA (LA);TOTAL grupo penal;2011;142
CIUDAD AUTÓNOMA DE CEUTA;ACCESO  E INTERCEPTACIÓN ILÍCITA;2024;21
CIUDAD AUTÓNOMA DE CEUTA;ACCESO  E INTERCEPTACIÓN ILÍCITA;2023;12
CIUDAD AUTÓNOMA DE CEUTA;ACCESO  E INTERCEPTACIÓN ILÍCITA;2022;19
CIUDAD AUTÓNOMA DE CEUTA;ACCESO  E INTERCEPTACIÓN ILÍCITA;2021;17
CIUDAD AUTÓNOMA DE CEUTA;ACCESO  E INTERCEPTACIÓN ILÍCITA;2020;15
CIUDAD AUTÓNOMA DE CEUTA;ACCESO  E INTERCEPTACIÓN ILÍCITA;2019;12
CIUDAD AUTÓNOMA DE CEUTA;ACCESO  E INTERCEPTACIÓN ILÍCITA;2018;4
CIUDAD AUTÓNOMA DE CEUTA;ACCESO  E INTERCEPTACIÓN ILÍCITA;2017;16
CIUDAD AUTÓNOMA DE CEUTA;ACCESO  E INTERCEPTACIÓN ILÍCITA;2016;20
CIUDAD AUTÓNOMA DE CEUTA;ACCESO  E INTERCEPTACIÓN ILÍCITA;2015;11
CIUDAD AUTÓNOMA DE CEUTA;ACCESO  E INTERCEPTACIÓN ILÍCITA;2014;9
CIUDAD AUTÓNOMA DE CEUTA;ACCESO  E INTERCEPTACIÓN ILÍCITA;2013;10
CIUDAD AUTÓNOMA DE CEUTA;ACCESO  E INTERCEPTACIÓN ILÍCITA;2012;10
CIUDAD AUTÓNOMA DE CEUTA;ACCESO  E INTERCEPTACIÓN ILÍCITA;2011;0
CIUDAD AUTÓNOMA DE CEUTA;AMENAZAS Y COACCIONES;2024;43
CIUDAD AUTÓNOMA DE CEUTA;AMENAZAS Y COACCIONES;2023;33
CIUDAD AUTÓNOMA DE CEUTA;AMENAZAS Y COACCIONES;2022;54
CIUDAD AUTÓNOMA DE CEUTA;AMENAZAS Y COACCIONES;2021;57
CIUDAD AUTÓNOMA DE CEUTA;AMENAZAS Y COACCIONES;2020;41
CIUDAD AUTÓNOMA DE CEUTA;AMENAZAS Y COACCIONES;2019;37
CIUDAD AUTÓNOMA DE CEUTA;AMENAZAS Y COACCIONES;2018;18
CIUDAD AUTÓNOMA DE CEUTA;AMENAZAS Y COACCIONES;2017;22
CIUDAD AUTÓNOMA DE CEUTA;AMENAZAS Y COACCIONES;2016;35
CIUDAD AUTÓNOMA DE CEUTA;AMENAZAS Y COACCIONES;2015;19
CIUDAD AUTÓNOMA DE CEUTA;AMENAZAS Y COACCIONES;2014;20
CIUDAD AUTÓNOMA DE CEUTA;AMENAZAS Y COACCIONES;2013;24
CIUDAD AUTÓNOMA DE CEUTA;AMENAZAS Y COACCIONES;2012;29
CIUDAD AUTÓNOMA DE CEUTA;AMENAZAS Y COACCIONES;2011;23
CIUDAD AUTÓNOMA DE CEUTA;CONTRA EL HONOR;2024;1
CIUDAD AUTÓNOMA DE CEUTA;CONTRA EL HONOR;2023;8
CIUDAD AUTÓNOMA DE CEUTA;CONTRA EL HONOR;2022;0
CIUDAD AUTÓNOMA DE CEUTA;CONTRA EL HONOR;2021;7
CIUDAD AUTÓNOMA DE CEUTA;CONTRA EL HONOR;2020;7
CIUDAD AUTÓNOMA DE CEUTA;CONTRA EL HONOR;2019;6
CIUDAD AUTÓNOMA DE CEUTA;CONTRA EL HONOR;2018;3
CIUDAD AUTÓNOMA DE CEUTA;CONTRA EL HONOR;2017;6
CIUDAD AUTÓNOMA DE CEUTA;CONTRA EL HONOR;2016;6
CIUDAD AUTÓNOMA DE CEUTA;CONTRA EL HONOR;2015;7
CIUDAD AUTÓNOMA DE CEUTA;CONTRA EL HONOR;2014;13
CIUDAD AUTÓNOMA DE CEUTA;CONTRA EL HONOR;2013;4
CIUDAD AUTÓNOMA DE CEUTA;CONTRA EL HONOR;2012;11
CIUDAD AUTÓNOMA DE CEUTA;CONTRA EL HONOR;2011;15
CIUDAD AUTÓNOMA DE CEUTA;CONTRA LA PROPIEDAD INDUSTRIAL/INTELECTUAL;2024;0
CIUDAD AUTÓNOMA DE CEUTA;CONTRA LA PROPIEDAD INDUSTRIAL/INTELECTUAL;2023;0
CIUDAD AUTÓNOMA DE CEUTA;CONTRA LA PROPIEDAD INDUSTRIAL/INTELECTUAL;2022;1
CIUDAD AUTÓNOMA DE CEUTA;CONTRA LA PROPIEDAD INDUSTRIAL/INTELECTUAL;2021;1
CIUDAD AUTÓNOMA DE CEUTA;CONTRA LA PROPIEDAD INDUSTRIAL/INTELECTUAL;2020;0
CIUDAD AUTÓNOMA DE CEUTA;CONTRA LA PROPIEDAD INDUSTRIAL/INTELECTUAL;2019;0
CIUDAD AUTÓNOMA DE CEUTA;CONTRA LA PROPIEDAD INDUSTRIAL/INTELECTUAL;2018;0
CIUDAD AUTÓNOMA DE CEUTA;CONTRA LA PROPIEDAD INDUSTRIAL/INTELECTUAL;2017;0
CIUDAD AUTÓNOMA DE CEUTA;CONTRA LA PROPIEDAD INDUSTRIAL/INTELECTUAL;2016;0
CIUDAD AUTÓNOMA DE CEUTA;CONTRA LA PROPIEDAD INDUSTRIAL/INTELECTUAL;2015;0
CIUDAD AUTÓNOMA DE CEUTA;CONTRA LA PROPIEDAD INDUSTRIAL/INTELECTUAL;2014;0
CIUDAD AUTÓNOMA DE CEUTA;CONTRA LA PROPIEDAD INDUSTRIAL/INTELECTUAL;2013;0
CIUDAD AUTÓNOMA DE CEUTA;CONTRA LA PROPIEDAD INDUSTRIAL/INTELECTUAL;2012;0
CIUDAD AUTÓNOMA DE CEUTA;CONTRA LA PROPIEDAD INDUSTRIAL/INTELECTUAL;2011;0
CIUDAD AUTÓNOMA DE CEUTA;DELITOS SEXUALES;2024;5
CIUDAD AUTÓNOMA DE CEUTA;DELITOS SEXUALES;2023;4
CIUDAD AUTÓNOMA DE CEUTA;DELITOS SEXUALES;2022;4
CIUDAD AUTÓNOMA DE CEUTA;DELITOS SEXUALES;2021;2
CIUDAD AUTÓNOMA DE CEUTA;DELITOS SEXUALES;2020;2
CIUDAD AUTÓNOMA DE CEUTA;DELITOS SEXUALES;2019;2
CIUDAD AUTÓNOMA DE CEUTA;DELITOS SEXUALES;2018;3
CIUDAD AUTÓNOMA DE CEUTA;DELITOS SEXUALES;2017;1
CIUDAD AUTÓNOMA DE CEUTA;DELITOS SEXUALES;2016;3
CIUDAD AUTÓNOMA DE CEUTA;DELITOS SEXUALES;2015;0
CIUDAD AUTÓNOMA DE CEUTA;DELITOS SEXUALES;2014;1
CIUDAD AUTÓNOMA DE CEUTA;DELITOS SEXUALES;2013;3
CIUDAD AUTÓNOMA DE CEUTA;DELITOS SEXUALES;2012;0
CIUDAD AUTÓNOMA DE CEUTA;DELITOS SEXUALES;2011;0
CIUDAD AUTÓNOMA DE CEUTA;FALSIFICACIÓN INFORMÁTICA;2024;22
CIUDAD AUTÓNOMA DE CEUTA;FALSIFICACIÓN INFORMÁTICA;2023;19
CIUDAD AUTÓNOMA DE CEUTA;FALSIFICACIÓN INFORMÁTICA;2022;20
CIUDAD AUTÓNOMA DE CEUTA;FALSIFICACIÓN INFORMÁTICA;2021;20
CIUDAD AUTÓNOMA DE CEUTA;FALSIFICACIÓN INFORMÁTICA;2020;10
CIUDAD AUTÓNOMA DE CEUTA;FALSIFICACIÓN INFORMÁTICA;2019;5
CIUDAD AUTÓNOMA DE CEUTA;FALSIFICACIÓN INFORMÁTICA;2018;3
CIUDAD AUTÓNOMA DE CEUTA;FALSIFICACIÓN INFORMÁTICA;2017;1
CIUDAD AUTÓNOMA DE CEUTA;FALSIFICACIÓN INFORMÁTICA;2016;10
CIUDAD AUTÓNOMA DE CEUTA;FALSIFICACIÓN INFORMÁTICA;2015;2
CIUDAD AUTÓNOMA DE CEUTA;FALSIFICACIÓN INFORMÁTICA;2014;8
CIUDAD AUTÓNOMA DE CEUTA;FALSIFICACIÓN INFORMÁTICA;2013;9
CIUDAD AUTÓNOMA DE CEUTA;FALSIFICACIÓN INFORMÁTICA;2012;6
CIUDAD AUTÓNOMA DE CEUTA;FALSIFICACIÓN INFORMÁTICA;2011;3
CIUDAD AUTÓNOMA DE CEUTA;FRAUDE INFORMÁTICO;2024;497
CIUDAD AUTÓNOMA DE CEUTA;FRAUDE INFORMÁTICO;2023;514
CIUDAD AUTÓNOMA DE CEUTA;FRAUDE INFORMÁTICO;2022;469
CIUDAD AUTÓNOMA DE CEUTA;FRAUDE INFORMÁTICO;2021;402
CIUDAD AUTÓNOMA DE CEUTA;FRAUDE INFORMÁTICO;2020;359
CIUDAD AUTÓNOMA DE CEUTA;FRAUDE INFORMÁTICO;2019;324
CIUDAD AUTÓNOMA DE CEUTA;FRAUDE INFORMÁTICO;2018;182
CIUDAD AUTÓNOMA DE CEUTA;FRAUDE INFORMÁTICO;2017;72
CIUDAD AUTÓNOMA DE CEUTA;FRAUDE INFORMÁTICO;2016;64
CIUDAD AUTÓNOMA DE CEUTA;FRAUDE INFORMÁTICO;2015;62
CIUDAD AUTÓNOMA DE CEUTA;FRAUDE INFORMÁTICO;2014;64
CIUDAD AUTÓNOMA DE CEUTA;FRAUDE INFORMÁTICO;2013;32
CIUDAD AUTÓNOMA DE CEUTA;FRAUDE INFORMÁTICO;2012;66
CIUDAD AUTÓNOMA DE CEUTA;FRAUDE INFORMÁTICO;2011;63
CIUDAD AUTÓNOMA DE CEUTA;INTERFERENCIA EN LOS DATOS Y EN EL SISTEMA;2024;3
CIUDAD AUTÓNOMA DE CEUTA;INTERFERENCIA EN LOS DATOS Y EN EL SISTEMA;2023;2
CIUDAD AUTÓNOMA DE CEUTA;INTERFERENCIA EN LOS DATOS Y EN EL SISTEMA;2022;0
CIUDAD AUTÓNOMA DE CEUTA;INTERFERENCIA EN LOS DATOS Y EN EL SISTEMA;2021;10
CIUDAD AUTÓNOMA DE CEUTA;INTERFERENCIA EN LOS DATOS Y EN EL SISTEMA;2020;2
CIUDAD AUTÓNOMA DE CEUTA;INTERFERENCIA EN LOS DATOS Y EN EL SISTEMA;2019;3
CIUDAD AUTÓNOMA DE CEUTA;INTERFERENCIA EN LOS DATOS Y EN EL SISTEMA;2018;0
CIUDAD AUTÓNOMA DE CEUTA;INTERFERENCIA EN LOS DATOS Y EN EL SISTEMA;2017;0
CIUDAD AUTÓNOMA DE CEUTA;INTERFERENCIA EN LOS DATOS Y EN EL SISTEMA;2016;1
CIUDAD AUTÓNOMA DE CEUTA;INTERFERENCIA EN LOS DATOS Y EN EL SISTEMA;2015;0
CIUDAD AUTÓNOMA DE CEUTA;INTERFERENCIA EN LOS DATOS Y EN EL SISTEMA;2014;0
CIUDAD AUTÓNOMA DE CEUTA;INTERFERENCIA EN LOS DATOS Y EN EL SISTEMA;2013;1
CIUDAD AUTÓNOMA DE CEUTA;INTERFERENCIA EN LOS DATOS Y EN EL SISTEMA;2012;1
CIUDAD AUTÓNOMA DE CEUTA;INTERFERENCIA EN LOS DATOS Y EN EL SISTEMA;2011;0
CIUDAD AUTÓNOMA DE CEUTA;TOTAL grupo penal;2024;592
CIUDAD AUTÓNOMA DE CEUTA;TOTAL grupo penal;2023;592
CIUDAD AUTÓNOMA DE CEUTA;TOTAL grupo penal;2022;567
CIUDAD AUTÓNOMA DE CEUTA;TOTAL grupo penal;2021;516
CIUDAD AUTÓNOMA DE CEUTA;TOTAL grupo penal;2020;436
CIUDAD AUTÓNOMA DE CEUTA;TOTAL grupo penal;2019;389
CIUDAD AUTÓNOMA DE CEUTA;TOTAL grupo penal;2018;213
CIUDAD AUTÓNOMA DE CEUTA;TOTAL grupo penal;2017;118
CIUDAD AUTÓNOMA DE CEUTA;TOTAL grupo penal;2016;139
CIUDAD AUTÓNOMA DE CEUTA;TOTAL grupo penal;2015;101
CIUDAD AUTÓNOMA DE CEUTA;TOTAL grupo penal;2014;115
CIUDAD AUTÓNOMA DE CEUTA;TOTAL grupo penal;2013;83
CIUDAD AUTÓNOMA DE CEUTA;TOTAL grupo penal;2012;123
CIUDAD AUTÓNOMA DE CEUTA;TOTAL grupo penal;2011;104
CIUDAD AUTÓNOMA DE MELILLA;ACCESO  E INTERCEPTACIÓN ILÍCITA;2024;35
CIUDAD AUTÓNOMA DE MELILLA;ACCESO  E INTERCEPTACIÓN ILÍCITA;2023;12
CIUDAD AUTÓNOMA DE MELILLA;ACCESO  E INTERCEPTACIÓN ILÍCITA;2022;14
CIUDAD AUTÓNOMA DE MELILLA;ACCESO  E INTERCEPTACIÓN ILÍCITA;2021;12
CIUDAD AUTÓNOMA DE MELILLA;ACCESO  E INTERCEPTACIÓN ILÍCITA;2020;7
CIUDAD AUTÓNOMA DE MELILLA;ACCESO  E INTERCEPTACIÓN ILÍCITA;2019;7
CIUDAD AUTÓNOMA DE MELILLA;ACCESO  E INTERCEPTACIÓN ILÍCITA;2018;4
CIUDAD AUTÓNOMA DE MELILLA;ACCESO  E INTERCEPTACIÓN ILÍCITA;2017;0
CIUDAD AUTÓNOMA DE MELILLA;ACCESO  E INTERCEPTACIÓN ILÍCITA;2016;2
CIUDAD AUTÓNOMA DE MELILLA;ACCESO  E INTERCEPTACIÓN ILÍCITA;2015;4
CIUDAD AUTÓNOMA DE MELILLA;ACCESO  E INTERCEPTACIÓN ILÍCITA;2014;1
CIUDAD AUTÓNOMA DE MELILLA;ACCESO  E INTERCEPTACIÓN ILÍCITA;2013;1
CIUDAD AUTÓNOMA DE MELILLA;ACCESO  E INTERCEPTACIÓN ILÍCITA;2012;2
CIUDAD AUTÓNOMA DE MELILLA;ACCESO  E INTERCEPTACIÓN ILÍCITA;2011;0
CIUDAD AUTÓNOMA DE MELILLA;AMENAZAS Y COACCIONES;2024;38
CIUDAD AUTÓNOMA DE MELILLA;AMENAZAS Y COACCIONES;2023;34
CIUDAD AUTÓNOMA DE MELILLA;AMENAZAS Y COACCIONES;2022;41
CIUDAD AUTÓNOMA DE MELILLA;AMENAZAS Y COACCIONES;2021;45
CIUDAD AUTÓNOMA DE MELILLA;AMENAZAS Y COACCIONES;2020;39
CIUDAD AUTÓNOMA DE MELILLA;AMENAZAS Y COACCIONES;2019;26
CIUDAD AUTÓNOMA DE MELILLA;AMENAZAS Y COACCIONES;2018;33
CIUDAD AUTÓNOMA DE MELILLA;AMENAZAS Y COACCIONES;2017;24
CIUDAD AUTÓNOMA DE MELILLA;AMENAZAS Y COACCIONES;2016;28
CIUDAD AUTÓNOMA DE MELILLA;AMENAZAS Y COACCIONES;2015;28
CIUDAD AUTÓNOMA DE MELILLA;AMENAZAS Y COACCIONES;2014;15
CIUDAD AUTÓNOMA DE MELILLA;AMENAZAS Y COACCIONES;2013;12
CIUDAD AUTÓNOMA DE MELILLA;AMENAZAS Y COACCIONES;2012;12
CIUDAD AUTÓNOMA DE MELILLA;AMENAZAS Y COACCIONES;2011;13
CIUDAD AUTÓNOMA DE MELILLA;CONTRA EL HONOR;2024;10
CIUDAD AUTÓNOMA DE MELILLA;CONTRA EL HONOR;2023;16
CIUDAD AUTÓNOMA DE MELILLA;CONTRA EL HONOR;2022;12
CIUDAD AUTÓNOMA DE MELILLA;CONTRA EL HONOR;2021;11
CIUDAD AUTÓNOMA DE MELILLA;CONTRA EL HONOR;2020;8
CIUDAD AUTÓNOMA DE MELILLA;CONTRA EL HONOR;2019;8
CIUDAD AUTÓNOMA DE MELILLA;CONTRA EL HONOR;2018;11
CIUDAD AUTÓNOMA DE MELILLA;CONTRA EL HONOR;2017;4
CIUDAD AUTÓNOMA DE MELILLA;CONTRA EL HONOR;2016;7
CIUDAD AUTÓNOMA DE MELILLA;CONTRA EL HONOR;2015;3
CIUDAD AUTÓNOMA DE MELILLA;CONTRA EL HONOR;2014;14
CIUDAD AUTÓNOMA DE MELILLA;CONTRA EL HONOR;2013;3
CIUDAD AUTÓNOMA DE MELILLA;CONTRA EL HONOR;2012;0
CIUDAD AUTÓNOMA DE MELILLA;CONTRA EL HONOR;2011;2
CIUDAD AUTÓNOMA DE MELILLA;CONTRA LA PROPIEDAD INDUSTRIAL/INTELECTUAL;2024;0
CIUDAD AUTÓNOMA DE MELILLA;CONTRA LA PROPIEDAD INDUSTRIAL/INTELECTUAL;2023;0
CIUDAD AUTÓNOMA DE MELILLA;CONTRA LA PROPIEDAD INDUSTRIAL/INTELECTUAL;2022;0
CIUDAD AUTÓNOMA DE MELILLA;CONTRA LA PROPIEDAD INDUSTRIAL/INTELECTUAL;2021;0
CIUDAD AUTÓNOMA DE MELILLA;CONTRA LA PROPIEDAD INDUSTRIAL/INTELECTUAL;2020;0
CIUDAD AUTÓNOMA DE MELILLA;CONTRA LA PROPIEDAD INDUSTRIAL/INTELECTUAL;2019;1
CIUDAD AUTÓNOMA DE MELILLA;CONTRA LA PROPIEDAD INDUSTRIAL/INTELECTUAL;2018;0
CIUDAD AUTÓNOMA DE MELILLA;CONTRA LA PROPIEDAD INDUSTRIAL/INTELECTUAL;2017;0
CIUDAD AUTÓNOMA DE MELILLA;CONTRA LA PROPIEDAD INDUSTRIAL/INTELECTUAL;2016;0
CIUDAD AUTÓNOMA DE MELILLA;CONTRA LA PROPIEDAD INDUSTRIAL/INTELECTUAL;2015;0
CIUDAD AUTÓNOMA DE MELILLA;CONTRA LA PROPIEDAD INDUSTRIAL/INTELECTUAL;2014;1
CIUDAD AUTÓNOMA DE MELILLA;CONTRA LA PROPIEDAD INDUSTRIAL/INTELECTUAL;2013;0
CIUDAD AUTÓNOMA DE MELILLA;CONTRA LA PROPIEDAD INDUSTRIAL/INTELECTUAL;2012;0
CIUDAD AUTÓNOMA DE MELILLA;CONTRA LA PROPIEDAD INDUSTRIAL/INTELECTUAL;2011;0
CIUDAD AUTÓNOMA DE MELILLA;DELITOS SEXUALES;2024;4
CIUDAD AUTÓNOMA DE MELILLA;DELITOS SEXUALES;2023;2
CIUDAD AUTÓNOMA DE MELILLA;DELITOS SEXUALES;2022;0
CIUDAD AUTÓNOMA DE MELILLA;DELITOS SEXUALES;2021;1
CIUDAD AUTÓNOMA DE MELILLA;DELITOS SEXUALES;2020;3
CIUDAD AUTÓNOMA DE MELILLA;DELITOS SEXUALES;2019;1
CIUDAD AUTÓNOMA DE MELILLA;DELITOS SEXUALES;2018;1
CIUDAD AUTÓNOMA DE MELILLA;DELITOS SEXUALES;2017;3
CIUDAD AUTÓNOMA DE MELILLA;DELITOS SEXUALES;2016;2
CIUDAD AUTÓNOMA DE MELILLA;DELITOS SEXUALES;2015;2
CIUDAD AUTÓNOMA DE MELILLA;DELITOS SEXUALES;2014;1
CIUDAD AUTÓNOMA DE MELILLA;DELITOS SEXUALES;2013;1
CIUDAD AUTÓNOMA DE MELILLA;DELITOS SEXUALES;2012;0
CIUDAD AUTÓNOMA DE MELILLA;DELITOS SEXUALES;2011;2
CIUDAD AUTÓNOMA DE MELILLA;FALSIFICACIÓN INFORMÁTICA;2024;5
CIUDAD AUTÓNOMA DE MELILLA;FALSIFICACIÓN INFORMÁTICA;2023;7
CIUDAD AUTÓNOMA DE MELILLA;FALSIFICACIÓN INFORMÁTICA;2022;5
CIUDAD AUTÓNOMA DE MELILLA;FALSIFICACIÓN INFORMÁTICA;2021;15
CIUDAD AUTÓNOMA DE MELILLA;FALSIFICACIÓN INFORMÁTICA;2020;5
CIUDAD AUTÓNOMA DE MELILLA;FALSIFICACIÓN INFORMÁTICA;2019;2
CIUDAD AUTÓNOMA DE MELILLA;FALSIFICACIÓN INFORMÁTICA;2018;3
CIUDAD AUTÓNOMA DE MELILLA;FALSIFICACIÓN INFORMÁTICA;2017;5
CIUDAD AUTÓNOMA DE MELILLA;FALSIFICACIÓN INFORMÁTICA;2016;1
CIUDAD AUTÓNOMA DE MELILLA;FALSIFICACIÓN INFORMÁTICA;2015;2
CIUDAD AUTÓNOMA DE MELILLA;FALSIFICACIÓN INFORMÁTICA;2014;0
CIUDAD AUTÓNOMA DE MELILLA;FALSIFICACIÓN INFORMÁTICA;2013;3
CIUDAD AUTÓNOMA DE MELILLA;FALSIFICACIÓN INFORMÁTICA;2012;0
CIUDAD AUTÓNOMA DE MELILLA;FALSIFICACIÓN INFORMÁTICA;2011;0
CIUDAD AUTÓNOMA DE MELILLA;FRAUDE INFORMÁTICO;2024;458
CIUDAD AUTÓNOMA DE MELILLA;FRAUDE INFORMÁTICO;2023;409
CIUDAD AUTÓNOMA DE MELILLA;FRAUDE INFORMÁTICO;2022;329
CIUDAD AUTÓNOMA DE MELILLA;FRAUDE INFORMÁTICO;2021;348
CIUDAD AUTÓNOMA DE MELILLA;FRAUDE INFORMÁTICO;2020;351
CIUDAD AUTÓNOMA DE MELILLA;FRAUDE INFORMÁTICO;2019;241
CIUDAD AUTÓNOMA DE MELILLA;FRAUDE INFORMÁTICO;2018;176
CIUDAD AUTÓNOMA DE MELILLA;FRAUDE INFORMÁTICO;2017;32
CIUDAD AUTÓNOMA DE MELILLA;FRAUDE INFORMÁTICO;2016;29
CIUDAD AUTÓNOMA DE MELILLA;FRAUDE INFORMÁTICO;2015;30
CIUDAD AUTÓNOMA DE MELILLA;FRAUDE INFORMÁTICO;2014;37
CIUDAD AUTÓNOMA DE MELILLA;FRAUDE INFORMÁTICO;2013;20
CIUDAD AUTÓNOMA DE MELILLA;FRAUDE INFORMÁTICO;2012;12
CIUDAD AUTÓNOMA DE MELILLA;FRAUDE INFORMÁTICO;2011;22
CIUDAD AUTÓNOMA DE MELILLA;INTERFERENCIA EN LOS DATOS Y EN EL SISTEMA;2024;1
CIUDAD AUTÓNOMA DE MELILLA;INTERFERENCIA EN LOS DATOS Y EN EL SISTEMA;2023;1
CIUDAD AUTÓNOMA DE MELILLA;INTERFERENCIA EN LOS DATOS Y EN EL SISTEMA;2022;4
CIUDAD AUTÓNOMA DE MELILLA;INTERFERENCIA EN LOS DATOS Y EN EL SISTEMA;2021;3
CIUDAD AUTÓNOMA DE MELILLA;INTERFERENCIA EN LOS DATOS Y EN EL SISTEMA;2020;1
CIUDAD AUTÓNOMA DE MELILLA;INTERFERENCIA EN LOS DATOS Y EN EL SISTEMA;2019;1
CIUDAD AUTÓNOMA DE MELILLA;INTERFERENCIA EN LOS DATOS Y EN EL SISTEMA;2018;1
CIUDAD AUTÓNOMA DE MELILLA;INTERFERENCIA EN LOS DATOS Y EN EL SISTEMA;2017;0
CIUDAD AUTÓNOMA DE MELILLA;INTERFERENCIA EN LOS DATOS Y EN EL SISTEMA;2016;0
CIUDAD AUTÓNOMA DE MELILLA;INTERFERENCIA EN LOS DATOS Y EN EL SISTEMA;2015;2
CIUDAD AUTÓNOMA DE MELILLA;INTERFERENCIA EN LOS DATOS Y EN EL SISTEMA;2014;2
CIUDAD AUTÓNOMA DE MELILLA;INTERFERENCIA EN LOS DATOS Y EN EL SISTEMA;2013;0
CIUDAD AUTÓNOMA DE MELILLA;INTERFERENCIA EN LOS DATOS Y EN EL SISTEMA;2012;1
CIUDAD AUTÓNOMA DE MELILLA;INTERFERENCIA EN LOS DATOS Y EN EL SISTEMA;2011;0
CIUDAD AUTÓNOMA DE MELILLA;TOTAL grupo penal;2024;551
CIUDAD AUTÓNOMA DE MELILLA;TOTAL grupo penal;2023;481
CIUDAD AUTÓNOMA DE MELILLA;TOTAL grupo penal;2022;405
CIUDAD AUTÓNOMA DE MELILLA;TOTAL grupo penal;2021;435
CIUDAD AUTÓNOMA DE MELILLA;TOTAL grupo penal;2020;414
CIUDAD AUTÓNOMA DE MELILLA;TOTAL grupo penal;2019;287
CIUDAD AUTÓNOMA DE MELILLA;TOTAL grupo penal;2018;229
CIUDAD AUTÓNOMA DE MELILLA;TOTAL grupo penal;2017;68
CIUDAD AUTÓNOMA DE MELILLA;TOTAL grupo penal;2016;69
CIUDAD AUTÓNOMA DE MELILLA;TOTAL grupo penal;2015;71
CIUDAD AUTÓNOMA DE MELILLA;TOTAL grupo penal;2014;71
CIUDAD AUTÓNOMA DE MELILLA;TOTAL grupo penal;2013;40
CIUDAD AUTÓNOMA DE MELILLA;TOTAL grupo penal;2012;27
CIUDAD AUTÓNOMA DE MELILLA;TOTAL grupo penal;2011;39
EN EL EXTRANJERO;ACCESO  E INTERCEPTACIÓN ILÍCITA;2024;54
EN EL EXTRANJERO;ACCESO  E INTERCEPTACIÓN ILÍCITA;2023;82
EN EL EXTRANJERO;ACCESO  E INTERCEPTACIÓN ILÍCITA;2022;46
EN EL EXTRANJERO;ACCESO  E INTERCEPTACIÓN ILÍCITA;2021;38
EN EL EXTRANJERO;ACCESO  E INTERCEPTACIÓN ILÍCITA;2020;47
EN EL EXTRANJERO;ACCESO  E INTERCEPTACIÓN ILÍCITA;2019;62
EN EL EXTRANJERO;ACCESO  E INTERCEPTACIÓN ILÍCITA;2018;51
EN EL EXTRANJERO;ACCESO  E INTERCEPTACIÓN ILÍCITA;2017;59
EN EL EXTRANJERO;ACCESO  E INTERCEPTACIÓN ILÍCITA;2016;78
EN EL EXTRANJERO;ACCESO  E INTERCEPTACIÓN ILÍCITA;2015;90
EN EL EXTRANJERO;ACCESO  E INTERCEPTACIÓN ILÍCITA;2014;79
EN EL EXTRANJERO;ACCESO  E INTERCEPTACIÓN ILÍCITA;2013;67
EN EL EXTRANJERO;ACCESO  E INTERCEPTACIÓN ILÍCITA;2012;33
EN EL EXTRANJERO;ACCESO  E INTERCEPTACIÓN ILÍCITA;2011;28
EN EL EXTRANJERO;AMENAZAS Y COACCIONES;2024;80
EN EL EXTRANJERO;AMENAZAS Y COACCIONES;2023;150
EN EL EXTRANJERO;AMENAZAS Y COACCIONES;2022;73
EN EL EXTRANJERO;AMENAZAS Y COACCIONES;2021;123
